study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,kind,family,stratum,interpretation,analysis_family,severity,level_A_basic_pass,level_B_canonical_feature,level_C_canonical_trace,level_D_multi_protocol,level_E_full_battery,level_feature_level_canonical_survivor,level_full_trace_canonical_survivor,survivor_confirmed_h4,full_trace_survivor_confirmed_h4,trace_reproducible,secondary_reproducible,operator,params,class,admissible,structural_valid,libneuroml_strict,status_h,n_detections_h,n_detections_h2,canonical_detected_h,canonical_detected_reproducible,detecting_protocols,canonical_runs_but_battery_failed,runtime_s
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-02eb4e0b90,hay2011_soma,mutant,biophysical,primary_semantic,6_silent_under_canonical,gating_time_constant,mild,True,False,False,True,True,True,True,True,True,P05_long_step:spike_count;P06_ramp:spike_timing,P05_long_step:first_isi,scale_gate_time_constant,"{""changes"": [{""attribute"": ""rate"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"", ""new"": ""0.26125per_ms"", ""old"": ""0.209per_ms""}, {""attribute"": ""rate"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"", ""new"": ""1.175per_ms"", ""old"": ""0.94per_ms""}], ""channel"": ""Ca_HVA"", ""factor"": 1.25, ""gate"": ""m"", ""generator_seed"": 20260917, ""mechanism"": ""rate_parameters""}",6_silent_under_canonical,True,True,True,ok,2,2,False,False,P05_long_step,False,10787.712
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-52af1c4a01,hay2011_soma,mutant,biophysical,primary_semantic,4_equivalent_within_tested_domain,gating_time_constant,strong,True,False,False,False,False,False,False,,,,,scale_gate_time_constant,"{""channel"": ""SK_E2"", ""factor"": 2.0, ""gate"": ""z"", ""generator_seed"": 20260917, ""mechanism"": ""q10_insert""}",4_equivalent_within_tested_domain,False,True,True,ok,0,,False,False,,False,1467.025
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-373705d436,hay2011_soma,mutant,kinetics,primary_semantic,5_non_equivalent,gating_voltage_dependence,mild,True,True,True,True,True,False,False,,,P00_canonical:spike_count;P00_canonical:trace_rmse;P04_step_2x:spike_count;P05_long_step:spike_count;P06_ramp:spike_count,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi,shift_gate_midpoint,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"", ""new"": ""-95mV"", ""old"": ""-90mV""}], ""channel"": ""Ca_LVAst"", ""delta_mV"": -5.0, ""gate"": ""h"", ""generator_seed"": 20260917, ""mechanism"": ""steady_state""}",5_non_equivalent,True,True,True,ok,11,11,True,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,False,4863.844
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-831ea54a80,hay2011_soma,mutant,kinetics,primary_semantic,5_non_equivalent,gating_voltage_dependence,strong,True,True,True,True,True,False,False,,,P00_canonical:spike_count;P00_canonical:trace_rmse;P04_step_2x:spike_count;P04_step_2x:trace_rmse;P05_long_step:spike_count;P05_long_step:trace_rmse;P06_ramp:spike_count;P06_ramp:trace_rmse;P09_short_pulse:trace_rmse,P00_canonical:ap_half_width;P00_canonical:firing_regime;P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:ap_half_width;P04_step_2x:burst_count;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:firing_regime;P06_ramp:mean_frequency;P09_short_pulse:ap_half_width,shift_gate_midpoint,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/forwardRate[1]"", ""new"": ""-76mV"", ""old"": ""-66mV""}, {""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/reverseRate[1]"", ""new"": ""-76mV"", ""old"": ""-66mV""}], ""channel"": ""NaTa_t"", ""delta_mV"": -10.0, ""gate"": ""h"", ""generator_seed"": 20260917, ""mechanism"": ""rates""}",5_non_equivalent,True,True,True,ok,22,22,True,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,False,4920.887
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_slope-2599d25adf,hay2011_soma,mutant,kinetics,primary_semantic,5_non_equivalent,gating_voltage_dependence,mild,True,True,True,True,True,False,False,,,P00_canonical:spike_count;P00_canonical:trace_rmse;P04_step_2x:spike_count;P05_long_step:spike_timing;P06_ramp:spike_count,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi,scale_gate_slope,"{""changes"": [{""attribute"": ""scale"", ""locator"": ""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"", ""new"": ""-5.12mV"", ""old"": ""-6.4mV""}], ""channel"": ""Ca_LVAst"", ""factor"": 0.8, ""gate"": ""h"", ""generator_seed"": 20260917, ""mechanism"": ""steady_state""}",5_non_equivalent,True,True,True,ok,10,10,True,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,False,4730.864
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,mutant,kinetics,primary_semantic,5_non_equivalent,gating_voltage_dependence,mild,True,True,False,True,True,False,False,,,P02_weak_step:trace_rmse;P04_step_2x:spike_count;P07_hyperpolarizing_step:trace_rmse;P08_rebound:trace_rmse;P09_short_pulse:trace_rmse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P05_long_step:first_isi;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection,shift_forward_rate_midpoint,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"", ""new"": ""-149.9mV"", ""old"": ""-154.9mV""}], ""channel"": ""Ih"", ""delta_mV"": 5.0, ""gate"": ""m"", ""generator_seed"": 20260917, ""mechanism"": ""forward_rate""}",5_non_equivalent,True,True,True,ok,8,8,True,True,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,False,4799.617
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-increase_dt-81e3dc25ff,hay2011_soma,mutant,numerical,numerical_robustness,numerical_sensitivity_missed_by_canonical (not semantic drift),numerical_robustness,strong,True,False,False,True,True,True,True,False,False,P06_ramp:spike_timing,P04_step_2x:ap_half_width;P09_short_pulse:ap_half_width,increase_dt,"{""changes"": [{""attribute"": ""step"", ""locator"": ""/Lems[1]/Component[@id='sim1']"", ""new"": ""0.01ms"", ""old"": ""0.0025ms""}], ""factor"": 4, ""generator_seed"": 20260917}",6_silent_under_canonical,True,True,True,ok,10,3,True,False,P04_step_2x;P05_long_step;P09_short_pulse,False,4708.866
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-solver_config-e526354a57,hay2011_soma,mutant,numerical,numerical_robustness,no_reproducible_numerical_sensitivity,numerical_robustness,not_applicable,True,False,False,False,False,False,False,,,,,solver_config,"{""generator_seed"": 20260917, ""mechanism"": ""insert_meta"", ""method"": ""eulertree""}",4_equivalent_within_tested_domain,False,True,True,ok,0,,False,False,,False,10043.269
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-recording_resolution-fb013c45fa,hay2011_soma,mutant,numerical,numerical_robustness,no_reproducible_numerical_sensitivity,numerical_robustness,not_applicable,True,False,False,False,False,False,False,,,,,recording_resolution,"{""generator_seed"": 20260917, ""sample_every_ms"": 0.05}",4_equivalent_within_tested_domain,False,True,True,ok,1,1,False,False,,False,10219.581
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_channel-36578b9f51,hay2011_soma,mutant,reference,primary_semantic,2_non_executable,mechanism_composition,not_applicable,False,False,False,False,False,False,False,,,,,wrong_channel,"{""changes"": [{""attribute"": ""ionChannel"", ""locator"": ""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"", ""new"": ""pas"", ""old"": ""Ca_LVAst""}], ""element_id"": ""Ca_LVAst_all"", ""generator_seed"": 20260917, ""new_species"": ""non_specific"", ""old_species"": ""ca""}",2_non_executable,False,True,True,build_error,0,,False,False,,False,1552.856
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-omit_include-6ba9e96842,hay2011_soma,mutant,reference,primary_semantic,1_structurally_invalid,mechanism_composition,not_applicable,,,,,,,,,,,,omit_include,"{""generator_seed"": 20260917, ""href"": ""Ca_LVAst.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""}",1_structurally_invalid,False,False,True,not_run,0,,False,False,,False,0.0
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-duplicate_conductance-596d29cbb4,hay2011_soma,mutant,reference,primary_semantic,5_non_equivalent,mechanism_composition,not_applicable,True,True,True,True,True,False,False,,,P00_canonical:spike_timing;P00_canonical:trace_rmse;P04_step_2x:spike_count;P05_long_step:spike_count;P06_ramp:spike_count;P09_short_pulse:trace_rmse,P00_canonical:ap_half_width;P00_canonical:first_isi;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P06_ramp:mean_frequency,duplicate_conductance,"{""generator_seed"": 20260917, ""new_id"": ""NaTa_t_all_dup"", ""source_id"": ""NaTa_t_all""}",5_non_equivalent,True,True,True,ok,18,18,True,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,False,4933.013
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,mutant,reference,primary_semantic,5_non_equivalent,mechanism_composition,not_applicable,True,True,True,True,True,False,False,,,P00_canonical:spike_count;P00_canonical:trace_rmse;P04_step_2x:spike_count;P05_long_step:spike_count;P06_ramp:spike_count;P09_short_pulse:trace_rmse,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency,wrong_compatible_component,"{""changes"": [{""attribute"": ""ionChannel"", ""locator"": ""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"", ""new"": ""SKv3_1"", ""old"": ""SK_E2""}], ""element_id"": ""SK_E2_all"", ""generator_seed"": 20260917, ""new_species"": ""k"", ""old_species"": ""k""}",5_non_equivalent,True,True,True,ok,7,7,True,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp,False,4515.88
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,hay2011_soma__unit_conversion__000,hay2011_soma,valid_transform,unit_conversion,control,no_detection,control,not_applicable,True,False,False,False,False,False,False,,,,,unit_conversion,"{""attribute"": ""amplitude"", ""file"": ""neuroConstruct/generatedNeuroML2/L5bPyrCellHayEtAl2011.net.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml/pulseGenerator[@id='Input_4']"", ""n_sites"": 178, ""new"": ""50pA"", ""old"": ""5.0E-5uA"", ""site_index"": 72, ""to_unit"": ""pA"", ""xsd_type"": ""Nml2Quantity_current""}",4_equivalent_within_tested_domain,False,True,True,ok,0,,False,False,,False,1686.204
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,hay2011_soma__xml_formatting__000,hay2011_soma,no_change_control,formatting,control,no_detection,control,not_applicable,True,False,False,False,False,False,False,,,,,xml_formatting,"{""file"": ""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml"", ""n_sites"": 30, ""site_index"": 27, ""style"": ""attribute_order""}",4_equivalent_within_tested_domain,False,True,True,ok,0,,False,False,,False,1409.796
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,hay2011_soma__add_comments__000,hay2011_soma,no_change_control,formatting,control,no_detection,control,not_applicable,True,False,False,False,False,False,False,,,,,add_comments,"{""file"": ""neuroConstruct/generatedNeuroML2/L5bPyrCellHayEtAl2011.net.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml"", ""n_sites"": 45, ""position"": ""root_start"", ""site_index"": 21}",4_equivalent_within_tested_domain,False,True,True,ok,0,,False,False,,False,1405.179
