variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-wrong_segment_group-0524556243,pospischil2008_rs,biophysical,wrong_segment_group,"{""changes"":[{""attribute"":""segmentGroup"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""soma_group"",""old"":null}],""element"":""channelDensity"",""element_id"":""Kd_all"",""new_group"":""soma_group""}","[{""action"":""set"",""attribute"":""segmentGroup"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""soma_group"",""note"":""wrong_segment_group"",""old"":null}]",{},"wrong_segment_group at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element"": ""channelDensity"", ""element_id"": ""Kd_all"", ""new_group"": ""soma_group""} segmentGroup: None -> 'soma_group'",20260913
m-wrong_segment_group-01dc7ba1d7,pospischil2008_rs,biophysical,wrong_segment_group,"{""changes"":[{""attribute"":""segmentGroup"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Soma"",""old"":null}],""element"":""channelDensity"",""element_id"":""IM_all"",""new_group"":""Soma""}","[{""action"":""set"",""attribute"":""segmentGroup"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Soma"",""note"":""wrong_segment_group"",""old"":null}]",{},"wrong_segment_group at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all'] {""element"": ""channelDensity"", ""element_id"": ""IM_all"", ""new_group"": ""Soma""} segmentGroup: None -> 'Soma'",20260913
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""old"":""0.001ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""NeuroML2/cells/RS/LEMS_RS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""note"":""increase_dt"",""old"":""0.001ms""}]","{""dt_factor"":4}","increase_dt at NeuroML2/cells/RS/LEMS_RS.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.001ms' -> '0.004ms'",20260913
m-increase_dt-f3e1491a0a,pospischil2008_rs,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""old"":""0.001ms""}],""factor"":10}","[{""action"":""set"",""attribute"":""step"",""file"":""NeuroML2/cells/RS/LEMS_RS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""note"":""increase_dt"",""old"":""0.001ms""}]","{""dt_factor"":10}","increase_dt at NeuroML2/cells/RS/LEMS_RS.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 10} step: '0.001ms' -> '0.01ms'",20260913
m-solver_config-5b315b1b38,pospischil2008_rs,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""rk4""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/RS/LEMS_RS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""rk4\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""rk4""}","solver_config at NeuroML2/cells/RS/LEMS_RS.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""rk4""} ",20260913
m-solver_config-61de603422,pospischil2008_rs,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/RS/LEMS_RS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at NeuroML2/cells/RS/LEMS_RS.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260913
m-recording_resolution-809fde10a5,pospischil2008_rs,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260913
m-recording_resolution-7d6e4357af,pospischil2008_rs,numerical,recording_resolution,"{""sample_every_ms"":0.25}",[],"{""sample_every_ms"":0.25}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.25} ",20260913
m-wrong_channel-9d7d66750b,pospischil2008_rs,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""Kd"",""old"":""LeakConductance""}],""element_id"":""LeakConductance_all"",""new_species"":""k"",""old_species"":""non_specific""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""Kd"",""note"":""wrong_channel"",""old"":""LeakConductance""}]",{},"wrong_channel at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all'] {""element_id"": ""LeakConductance_all"", ""new_species"": ""k"", ""old_species"": ""non_specific""} ionChannel: 'LeakConductance' -> 'Kd'",20260913
m-wrong_channel-ae41ace4e7,pospischil2008_rs,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Na"",""old"":""Kd""}],""element_id"":""Kd_all"",""new_species"":""na"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Na"",""note"":""wrong_channel"",""old"":""Kd""}]",{},"wrong_channel at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element_id"": ""Kd_all"", ""new_species"": ""na"", ""old_species"": ""k""} ionChannel: 'Kd' -> 'Na'",20260913
m-omit_include-1e5a6df120,pospischil2008_rs,reference,omit_include,"{""href"":""../../channels/Leak/Leak.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Leak/Leak.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/include[3]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Leak/Leak.channel.nml\""/>""}]",{},"omit_include at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/include[3] {""href"": ""../../channels/Leak/Leak.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Leak/Leak.channel.nml\""/>""} ",20260913
m-omit_include-323831e37a,pospischil2008_rs,reference,omit_include,"{""href"":""../../channels/Na/Na.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Na/Na.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/include[4]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Na/Na.channel.nml\""/>""}]",{},"omit_include at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/include[4] {""href"": ""../../channels/Na/Na.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Na/Na.channel.nml\""/>""} ",20260913
m-duplicate_conductance-c92521ba5f,pospischil2008_rs,reference,duplicate_conductance,"{""new_id"":""Kd_all_dup"",""source_id"":""Kd_all""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""5.0 mS_per_cm2\"" id=\""Kd_all_dup\"" ionChannel=\""Kd\"" ion=\""k\"" erev=\""-100.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""new_id"": ""Kd_all_dup"", ""source_id"": ""Kd_all""} ",20260913
m-duplicate_conductance-4e2ab48a04,pospischil2008_rs,reference,duplicate_conductance,"{""new_id"":""IM_all_dup"",""source_id"":""IM_all""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""0.07 mS_per_cm2\"" id=\""IM_all_dup\"" ionChannel=\""IM\"" ion=\""k\"" erev=\""-100.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all'] {""new_id"": ""IM_all_dup"", ""source_id"": ""IM_all""} ",20260913
m-wrong_compatible_component-6f57d23e68,pospischil2008_rs,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""IM"",""old"":""Kd""}],""element_id"":""Kd_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""IM"",""note"":""wrong_compatible_component"",""old"":""Kd""}]",{},"wrong_compatible_component at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element_id"": ""Kd_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'Kd' -> 'IM'",20260913
m-wrong_compatible_component-b3f30eac45,pospischil2008_rs,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Kd"",""old"":""IM""}],""element_id"":""IM_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Kd"",""note"":""wrong_compatible_component"",""old"":""IM""}]",{},"wrong_compatible_component at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all'] {""element_id"": ""IM_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'IM' -> 'Kd'",20260913
m-scale_conductance-9b1ec69fe4,pospischil2008_lts,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""2.7e-5 S_per_cm2"",""old"":""3e-5 S_per_cm2""}],""element"":""channelDensity"",""element_id"":""IM_all"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""2.7e-5 S_per_cm2"",""note"":""scale_conductance"",""old"":""3e-5 S_per_cm2""}]",{},"scale_conductance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all'] {""element"": ""channelDensity"", ""element_id"": ""IM_all"", ""factor"": 0.9} condDensity: '3e-5 S_per_cm2' -> '2.7e-5 S_per_cm2'",20260913
m-scale_conductance-1000aafe3e,pospischil2008_lts,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='IT_all']"",""new"":""3.6e-4 S_per_cm2"",""old"":""4e-4 S_per_cm2""}],""element"":""channelDensityNernst"",""element_id"":""IT_all"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='IT_all']"",""new"":""3.6e-4 S_per_cm2"",""note"":""scale_conductance"",""old"":""4e-4 S_per_cm2""}]",{},"scale_conductance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='IT_all'] {""element"": ""channelDensityNernst"", ""element_id"": ""IT_all"", ""factor"": 0.9} condDensity: '4e-4 S_per_cm2' -> '3.6e-4 S_per_cm2'",20260913
m-shift_reversal-27f94c8222,pospischil2008_lts,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_all']"",""new"":""45.0 mV"",""old"":""50.0 mV""}],""element"":""channelDensity"",""element_id"":""Na_all"",""shift_mV"":-5.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_all']"",""new"":""45.0 mV"",""note"":""shift_reversal"",""old"":""50.0 mV""}]",{},"shift_reversal at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_all'] {""element"": ""channelDensity"", ""element_id"": ""Na_all"", ""shift_mV"": -5.0} erev: '50.0 mV' -> '45.0 mV'",20260913
