project_name,study_phase,protocol_version,designation,model_id,name,source_family,snapshot,license,citation,decision,reasons,C01_provenance,C02_reuse_rights,C03_files_present,C04_validation,C05_executes,C06_trace_interpretable,C07_recording_location,C08_responds_to_current,C09_deterministic,C10_refinement_stable,C11_runtime,C12_operators,C13_protocols_compatible,firing_regime_P05,spikes_P05,rebound_spikes_P08,sag_ratio_P07,rheobase_nA,ion_channels,estimated_variant_runtime_s,refinement_excluded,semantic_operators_with_site,validation_errors,curated_utc,git_commit
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,smith2013_singlecomp,Single-compartment cell with the Smith et al. 2013 L2/3 pyramidal channel set (OSB test cell),smith2013,SmithEtAl2013-L23DendriticSpikes@179c596e,MIT,"Smith SL, Smith IT, Branco T, Häusser M (2013). Dendritic spikes enhance stimulus selectivity in cortical neurons in vivo. Nature 503(7474):115-120. doi:10.1038/nature12600",exclude,C11_runtime,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass,tonic,89.0,0.0,9.039776815332652e-05,0.02165152653507274,ca;it;kca;km;kv;na;pas,1429.6,0/64,duplicate_conductance;omit_include;scale_capacitance;scale_conductance;scale_gate_time_constant;shift_initial_voltage;shift_reversal;wrong_channel;wrong_compatible_component;wrong_segment_group,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,migliore2014_mt_soma,Migliore et al. 2014 olfactory bulb mitral-cell soma (MT_soma test cell),migliore2014,MiglioreEtAl14_OlfactoryBulb3D@eaad1c8f,MIT,"Migliore M, Cavarretta F, Hines ML, Shepherd GM (2014). Distributed organization of a brain microcircuit analyzed by three-dimensional modeling: the olfactory bulb. Frontiers in Computational Neuroscience 8. doi:10.3389/fncom.2014.00050",exclude,C11_runtime,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass,tonic,19.0,0.0,2.0129526736024145e-05,0.024690936411447307,kamt;kdrmt;nax__sh10;pas,1077.8,0/64,duplicate_conductance;omit_include;scale_capacitance;scale_conductance;shift_initial_voltage;shift_reversal;wrong_channel;wrong_compatible_component;wrong_segment_group,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,migliore2014_gc_soma,Migliore et al. 2014 olfactory bulb granule-cell soma (GC_soma test cell),migliore2014,MiglioreEtAl14_OlfactoryBulb3D@eaad1c8f,MIT,"Migliore M, Cavarretta F, Hines ML, Shepherd GM (2014). Distributed organization of a brain microcircuit analyzed by three-dimensional modeling: the olfactory bulb. Frontiers in Computational Neuroscience 8. doi:10.3389/fncom.2014.00050",exclude,C11_runtime,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass,tonic,2.0,0.0,0.002253258656659974,0.002629601803155522,kamt;kdrmt;nax;pas,972.2,0/64,duplicate_conductance;omit_include;scale_capacitance;scale_conductance;shift_initial_voltage;shift_reversal;wrong_channel;wrong_compatible_component;wrong_segment_group,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,hay2011_soma,Hay et al. 2011 L5b pyramidal cell channel set in a single soma compartment (Soma_AllCML),hay2011_bbp_channels,L5bPyrCellHayEtAl2011@a813a88a,"MIT (OSB LICENSE; exception: NEURON directory, cite-on-use condition; candidate files lie outside it)","Hay E, Hill S, Schuermann F, Markram H, Segev I (2011). Models of Neocortical Layer 5b Pyramidal Cells Capturing a Wide Range of Dendritic and Perisomatic Active Properties. PLoS Computational Biology 7(7):e1002107. doi:10.1371/journal.pcbi.1002107",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,Ca_HVA;Ca_LVAst;Ih;Im;K_Pst;K_Tst;NaTa_t;Nap_Et2;SK_E2;SKv3_1;pas,,,,"File: C:\Users\gurra\NeuroSem\work\variants\curation-v1\hay2011_soma\reference\neuroConstruct\generatedNeuroML2\CaDynamics_E2_NML2.nml is not valid against the schema: /Schemas/NeuroML2/NeuroML_v2.3.1.xsd!! | Error when parsing against Schema (class org.xml.sax.SAXParseException): | cvc-complex-type.2.4.a: Invalid content was found starting with element '{""http://www.neuroml.org/schema/neuroml2"":concentrationModel}'. | Validated 14 files: 13 passed, 1 failed",2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,bbp2015_soma,Blue Brain Project NMC channel set in a single soma compartment (Soma_AllNML2),hay2011_bbp_channels,BlueBrainProjectShowcase@9ab1b393,MIT (OSB LICENSE; exception: NMC/parser/L* directories carry their own licence; candidate files are in NMC/NeuroML2),"Markram H, Muller E, Ramaswamy S, Reimann MW, et al. (2015). Reconstruction and Simulation of Neocortical Microcircuitry. Cell 163(2):456-492. doi:10.1016/j.cell.2015.09.029 (CITATION.md also asks for Ramaswamy et al. 2015, Front Neural Circuits 9:44, doi:10.3389/fncir.2015.00044; that DOI was not checked against Crossref)",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,Ca_HVA;Ca_LVAst;Ih;Im;K_Pst;K_Tst;KdShu2007;NaTa_t;NaTs2_t;Nap_Et2;SK_E2;SKv3_1;pas,,,,"File: C:\Users\gurra\NeuroSem\work\variants\curation-v1\bbp2015_soma\reference\NMC\NeuroML2\CaDynamics_E2_NML2.nml is not valid against the schema: /Schemas/NeuroML2/NeuroML_v2.3.1.xsd!! | Error when parsing against Schema (class org.xml.sax.SAXParseException): | cvc-complex-type.2.4.a: Invalid content was found starting with element '{""http://www.neuroml.org/schema/neuroml2"":concentrationModel}'. | Validated 17 files: 16 passed, 1 failed",2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,migliore2005_ca1_soma,"Migliore et al. 2005 CA1 pyramidal cell, soma only (SomaOnly_allCml)",migliore2005,CA1PyramidalCell@b854fd29,"MIT (OSB LICENSE, no exceptions)","Migliore M, Ferrante M, Ascoli GA (2005). Signal Propagation in Oblique Dendrites of CA1 Pyramidal Cells. Journal of Neurophysiology 94(6):4145-4155. doi:10.1152/jn.00521.2005",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,hd__vhalflmin73;kad;kap;kdr;na3;nax;pasCA1,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,traub2005_testseg2,"Traub et al. 2005 channel test cell 2 (Na/K channel subset in one compartment, TestSeg_test2)",traub2005,Thalamocortical@5d1c9aea,"GPL-2.0 (LICENSE preamble: applies to everything except directories Neuron, Fortran_ifc and Fortran_g77, which carry a cite-on-use condition)","Traub RD, Contreras D, Cunningham MO, Murray H, LeBeau FEN, Roopun A, Bibbig A, Wilent WB, Higley MJ, Whittington MA (2005). Single-Column Thalamocortical Network Model Exhibiting Gamma Oscillations, Sleep Spindles, and Epileptogenic Bursts. Journal of Neurophysiology 93(4):2194-2232. doi:10.1152/jn.00983.2004",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,k2;ka;ka_ib;kdr;kdr_fs;km;naf;naf2;naf_tcr;nap;napf;napf_spinstell;napf_tcr;pas,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,traub2005_testseg_all,Traub et al. 2005 channel test cell with almost all channels in one compartment (TestSeg_all),traub2005,Thalamocortical@5d1c9aea,"GPL-2.0 (LICENSE preamble: applies to everything except directories Neuron, Fortran_ifc and Fortran_g77, which carry a cite-on-use condition)","Traub RD, Contreras D, Cunningham MO, Murray H, LeBeau FEN, Roopun A, Bibbig A, Wilent WB, Higley MJ, Whittington MA (2005). Single-Column Thalamocortical Network Model Exhibiting Gamma Oscillations, Sleep Spindles, and Epileptogenic Bursts. Journal of Neurophysiology 93(4):2194-2232. doi:10.1152/jn.00983.2004",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,ar__m00_25;cal;cat;cat_a;k2;ka;ka_ib;kahp;kahp_deeppyr;kahp_slower;kc;kc_fast;kdr;kdr_fs;km;naf;naf2;naf_tcr;nap;napf;napf_spinstell;napf_tcr;pas,,,,"File: C:\Users\gurra\NeuroSem\work\variants\curation-v1\traub2005_testseg_all\reference\neuroConstruct\generatedNeuroML2\cad__beta0_03__phi300000.nml is not valid against the schema: /Schemas/NeuroML2/NeuroML_v2.3.1.xsd!! | Error when parsing against Schema (class org.xml.sax.SAXParseException): | cvc-complex-type.2.4.a: Invalid content was found starting with element '{""http://www.neuroml.org/schema/neuroml2"":fixedFactorConcentrationModelTraub}'. | File: C:\Users\gurra\NeuroSem\work\variants\cu",2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,osb_hh2_477127614,OSB HH2 point neuron tuned to Allen Cell Types specimen 477127614 (HH2_477127614),osb_allen_hh2,MultiscaleISN@f0783475,"MIT (OSB LICENSE, no exceptions stated)","Repository CITATION.md: Sadeh S, Silver RA, Mrsic-Flogel TD, Muir DR (2017). Assessing the Role of Inhibition in Stabilizing Neocortical Networks Requires Large-Scale Perturbation of the Inhibitory Population. Journal of Neuroscience 37(49):12050-12067. doi:10.1523/JNEUROSCI.0963-17.2017. The cell was tuned by OSB to Allen Cell Types Database data (cells/HH2/README.md); the Na channel file cites Pospischil et al. 2008 (doi:10.1007/s00422-008-0263-8). No publication describes this tuned cell itself.",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,IL;IM;Kd;LeakConductance;Na,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,acnet2_pyr_soma,ACnet2 (Beeman) pyramidal cell soma with Traub 1991 channels (pyr_soma_m_in_b_in),acnet2_traub1991,NeuroML2@a5f5dadc,LGPL-3.0 (LICENSE.lesser),"Beeman D (2013). A modeling study of cortical waves in primary auditory cortex. BMC Neuroscience 14(Suppl 1):P23. doi:10.1186/1471-2202-14-S1-P23 | channels (per channel-file notes): Traub RD, Wong RK, Miles R, Michelson H (1991). A model of a CA3 hippocampal pyramidal neuron incorporating voltage-clamp data on intrinsic conductances. Journal of Neurophysiology 66(2):635-650. doi:10.1152/jn.1991.66.2.635",exclude,C08_responds_to_current,pass,pass,pass,pass,pass,pass,pass,fail,,,,,,,,,,,Ca_pyr;Kahp_pyr;Kdr_pyr;LeakConductance_pyr;Na_pyr,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,solinas2007_goc_gurnani,"Solinas et al. 2007 cerebellar Golgi cell, 5-segment morphology (GoCl, GoCModel_Basic)",solinas2007,GoCModel_Basic@90950b59,GPL-3.0,"Solinas S, Forti L, Cesana E, Mapelli J, De Schutter E, D'Angelo E (2007). Computational reconstruction of pacemaking and intrinsic electroresponsiveness in cerebellar Golgi cells. Frontiers in Cellular Neuroscience 1:2. doi:10.3389/neuro.03.002.2007 (cited in the README; the Crossref record lists only 'Solinas'). Related work by the repository author, not cited by the repository: Gurnani H, Silver RA (2021). Neuron 109(10):1739-1753.e8. doi:10.1016/j.neuron.2021.03.027",exclude,C04_validation;C05_executes;C06_trace_interpretable;C07_recording_location,pass,pass,pass,fail,fail,fail,fail,,,,,,,,,,,,GolgiBK;GolgiCaHVA;GolgiCaLVA;GolgiHCN1f;GolgiHCN1s;GolgiHCN2f;GolgiHCN2s;GolgiKA;GolgiKM;GolgiKV;GolgiNa;GolgiNaP;GolgiNaR;GolgiSK2;LeakConductance,,,,"File: C:\Users\gurra\NeuroSem\work\variants\curation-v1\solinas2007_goc_gurnani\reference\Cells\Golgi\GoC.cell.nml is not valid against the schema: /Schemas/NeuroML2/NeuroML_v2.3.1.xsd!! | Error when parsing against Schema (class org.xml.sax.SAXParseException): | cvc-complex-type.2.4.a: Invalid content was found starting with element '{""http://www.neuroml.org/schema/neuroml2"":species}'. | File: C:\Users\gurra\NeuroSem\work\variants\curation-v1\solinas2007_goc_gurnani\reference\Mechanisms\Golgi_B",2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,bahl2012_soma,"Bahl et al. 2012 reduced L5 pyramidal cell, single-compartment soma (pyr_cell)",bahl2012,BahlEtAl2012_ReducedL5PyrCell@8275beaa,unclear (no LICENSE/LICENCE/COPYING file in the tree at this commit; GitHub licence API: none),"Bahl A, Stemmler MB, Herz AVM, Roth A (2012). Automated optimization of a reduced layer 5 pyramidal cell model based on experimental data. Journal of Neuroscience Methods 210(1):22-34. doi:10.1016/j.jneumeth.2012.04.006",exclude,C02_reuse_rights;C03_files_present,pass,fail,fail,,,,,,,,,,,,,,,,,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
Neuraxis,development,DEVELOPMENT_DEFAULTS,Development data; exploratory; never pooled with the confirmatory held-out estimate,bezaire2016_olm,"Bezaire et al. 2016 CA1 O-LM interneuron (olmcell; 8 segments in soma, 2 dendrites, axon)",bezaire2016,ca1@a8655fa8,unclear (no LICENSE/LICENCE/COPYING file in the tree at this commit; GitHub licence API: none),"Bezaire MJ, Raikov I, Burk K, Vyas D, Soltesz I (2016). Interneuronal mechanisms of hippocampal theta oscillations in a full-scale model of the rodent CA1 circuit. eLife 5:e18566. doi:10.7554/eLife.18566",exclude,C02_reuse_rights;C03_files_present,pass,fail,fail,,,,,,,,,,,,,,,,,,,,,2026-09-17T02:18:15+00:00,c46e10a3841bdda04b7f1b18104ceb76efc50839+dirty
